# PBI辐射计算结果 - CLI版本
# 生成时间: 2025-06-19 21:29:34.393265

# 输入参数:
# initial_energy: 3.0
# thickness: 0.0
# density: 1.947
# ionization_energy: 12.0
# g_factor: 0.17
# max_radius: 100.0
# save: True

# SRIM能量损失分析:
# 初始能量: 3.0
# 最终能量: 3.0
# 能量损失: 0.0
# 损失百分比: 0.0
# 密度修正因子: 1.298
# 修正后阻止本领: 6704.17

# 分析结果:
# PBI分子数密度: 3.806764e+00 分子/nm³
# 径迹中心温度: 3,350 K
# 总沉积能量: 1.671808e+00 keV

径向距离_nm	原始剂量_keV_nm3	归一化剂量_keV_nm3	温度_K	单原子能量_eV
2.093537e+01	1.325486e-04	9.036135e-05	7.651902e+00	9.672009e-04
2.099978e+01	1.317297e-04	8.980310e-05	7.604628e+00	9.612255e-04
2.106440e+01	1.309159e-04	8.924828e-05	7.557645e+00	9.552869e-04
2.112921e+01	1.301070e-04	8.869687e-05	7.510951e+00	9.493848e-04
2.119422e+01	1.293032e-04	8.814885e-05	7.464544e+00	9.435189e-04
2.125943e+01	1.285042e-04	8.760420e-05	7.418423e+00	9.376892e-04
2.132485e+01	1.277102e-04	8.706290e-05	7.372585e+00	9.318953e-04
2.139046e+01	1.269211e-04	8.652493e-05	7.327029e+00	9.261370e-04
2.145628e+01	1.261368e-04	8.599026e-05	7.281753e+00	9.204141e-04
2.152230e+01	1.253573e-04	8.545889e-05	7.236755e+00	9.147264e-04
2.158852e+01	1.245826e-04	8.493078e-05	7.192034e+00	9.090736e-04
2.165494e+01	1.238127e-04	8.440592e-05	7.147588e+00	9.034557e-04
2.172157e+01	1.230476e-04	8.388428e-05	7.103416e+00	8.978723e-04
2.178841e+01	1.222871e-04	8.336585e-05	7.059515e+00	8.923232e-04
2.185545e+01	1.215313e-04	8.285062e-05	7.015884e+00	8.868082e-04
2.192269e+01	1.207802e-04	8.233855e-05	6.972521e+00	8.813272e-04
2.199015e+01	1.200337e-04	8.182963e-05	6.929425e+00	8.758799e-04
2.205781e+01	1.192917e-04	8.132384e-05	6.886594e+00	8.704660e-04
2.212568e+01	1.185544e-04	8.082116e-05	6.844027e+00	8.650855e-04
2.219376e+01	1.178215e-04	8.032157e-05	6.801721e+00	8.597380e-04
2.226204e+01	1.170932e-04	7.982505e-05	6.759676e+00	8.544235e-04
2.233054e+01	1.163693e-04	7.933159e-05	6.717889e+00	8.491416e-04
2.239925e+01	1.156500e-04	7.884116e-05	6.676359e+00	8.438922e-04
2.246817e+01	1.149350e-04	7.835375e-05	6.635084e+00	8.386751e-04
2.253730e+01	1.142244e-04	7.786934e-05	6.594064e+00	8.334901e-04
2.260665e+01	1.135182e-04	7.738790e-05	6.553295e+00	8.283370e-04
2.267621e+01	1.128164e-04	7.690943e-05	6.512778e+00	8.232156e-04
2.274598e+01	1.121188e-04	7.643390e-05	6.472509e+00	8.181256e-04
2.281596e+01	1.114256e-04	7.596130e-05	6.432489e+00	8.130670e-04
2.288617e+01	1.107366e-04	7.549160e-05	6.392714e+00	8.080395e-04
2.295658e+01	1.100518e-04	7.502479e-05	6.353184e+00	8.030429e-04
2.302722e+01	1.093713e-04	7.456085e-05	6.313898e+00	7.980771e-04
2.309807e+01	1.086949e-04	7.409977e-05	6.274853e+00	7.931418e-04
2.316914e+01	1.080228e-04	7.364152e-05	6.236048e+00	7.882369e-04
2.324043e+01	1.073547e-04	7.318610e-05	6.197482e+00	7.833621e-04
2.331194e+01	1.066908e-04	7.273347e-05	6.159153e+00	7.785173e-04
2.338367e+01	1.060309e-04	7.228363e-05	6.121060e+00	7.737024e-04
2.345562e+01	1.053751e-04	7.183656e-05	6.083201e+00	7.689170e-04
2.352779e+01	1.047233e-04	7.139223e-05	6.045575e+00	7.641611e-04
2.360018e+01	1.040756e-04	7.095064e-05	6.008181e+00	7.594345e-04
2.367279e+01	1.034318e-04	7.051177e-05	5.971016e+00	7.547369e-04
2.374563e+01	1.027920e-04	7.007560e-05	5.934081e+00	7.500682e-04
2.381869e+01	1.021561e-04	6.964211e-05	5.897372e+00	7.454283e-04
2.389198e+01	1.015242e-04	6.921128e-05	5.860890e+00	7.408169e-04
2.396549e+01	1.008961e-04	6.878311e-05	5.824632e+00	7.362339e-04
2.403923e+01	1.002719e-04	6.835757e-05	5.788597e+00	7.316790e-04
2.411320e+01	9.965150e-05	6.793466e-05	5.752784e+00	7.271522e-04
2.418739e+01	9.903495e-05	6.751434e-05	5.717191e+00	7.226533e-04
2.426181e+01	9.842219e-05	6.709661e-05	5.681817e+00	7.181820e-04
2.433647e+01	9.781320e-05	6.668145e-05	5.646661e+00	7.137383e-04
2.441135e+01	9.720796e-05	6.626884e-05	5.611721e+00	7.093219e-04
2.448646e+01	9.660645e-05	6.585878e-05	5.576996e+00	7.049327e-04
2.456180e+01	9.600863e-05	6.545123e-05	5.542485e+00	7.005704e-04
2.463737e+01	9.541450e-05	6.504620e-05	5.508186e+00	6.962351e-04
2.471318e+01	9.482402e-05	6.464365e-05	5.474098e+00	6.919264e-04
2.478922e+01	9.423717e-05	6.424359e-05	5.440220e+00	6.876442e-04
2.486549e+01	9.365394e-05	6.384598e-05	5.406550e+00	6.833883e-04
2.494200e+01	9.307429e-05	6.345083e-05	5.373088e+00	6.791587e-04
2.501874e+01	9.249822e-05	6.305810e-05	5.339832e+00	6.749551e-04
2.509572e+01	9.192569e-05	6.266780e-05	5.306780e+00	6.707773e-04
2.517294e+01	9.135668e-05	6.227989e-05	5.273932e+00	6.666253e-04
2.525040e+01	9.079117e-05	6.189437e-05	5.241285e+00	6.624988e-04
2.532809e+01	9.022914e-05	6.151123e-05	5.208840e+00	6.583978e-04
2.540602e+01	8.967058e-05	6.113044e-05	5.176595e+00	6.543219e-04
2.548419e+01	8.911545e-05	6.075199e-05	5.144548e+00	6.502712e-04
2.556260e+01	8.856374e-05	6.037588e-05	5.112698e+00	6.462454e-04
2.564126e+01	8.801542e-05	6.000208e-05	5.081044e+00	6.422443e-04
2.572015e+01	8.747048e-05	5.963058e-05	5.049585e+00	6.382679e-04
2.579929e+01	8.692889e-05	5.926137e-05	5.018320e+00	6.343160e-04
2.587867e+01	8.639064e-05	5.889443e-05	4.987247e+00	6.303884e-04
2.595830e+01	8.585570e-05	5.852975e-05	4.956365e+00	6.264849e-04
2.603817e+01	8.532405e-05	5.816731e-05	4.925674e+00	6.226055e-04
2.611828e+01	8.479568e-05	5.780711e-05	4.895171e+00	6.187500e-04
2.619865e+01	8.427055e-05	5.744912e-05	4.864857e+00	6.149182e-04
2.627926e+01	8.374867e-05	5.709334e-05	4.834729e+00	6.111100e-04
2.636011e+01	8.322999e-05	5.673974e-05	4.804786e+00	6.073253e-04
2.644122e+01	8.271451e-05	5.638833e-05	4.775028e+00	6.035638e-04
2.652258e+01	8.220220e-05	5.603908e-05	4.745452e+00	5.998255e-04
2.660419e+01	8.169304e-05	5.569197e-05	4.716059e+00	5.961102e-04
2.668604e+01	8.118702e-05	5.534701e-05	4.686847e+00	5.924178e-04
2.676815e+01	8.068411e-05	5.500416e-05	4.657815e+00	5.887481e-04
2.685052e+01	8.018430e-05	5.466343e-05	4.628961e+00	5.851011e-04
2.693313e+01	7.968757e-05	5.432480e-05	4.600286e+00	5.814764e-04
2.701600e+01	7.919390e-05	5.398825e-05	4.571786e+00	5.778741e-04
2.709913e+01	7.870327e-05	5.365378e-05	4.543463e+00	5.742940e-04
2.718251e+01	7.821565e-05	5.332136e-05	4.515313e+00	5.707359e-04
2.726615e+01	7.773104e-05	5.299099e-05	4.487337e+00	5.671997e-04
2.735004e+01	7.724942e-05	5.266265e-05	4.459533e+00	5.636853e-04
2.743419e+01	7.677075e-05	5.233634e-05	4.431901e+00	5.601925e-04
2.751861e+01	7.629504e-05	5.201204e-05	4.404438e+00	5.567213e-04
2.760328e+01	7.582226e-05	5.168973e-05	4.377145e+00	5.532714e-04
2.768821e+01	7.535239e-05	5.136941e-05	4.350019e+00	5.498428e-04
2.777340e+01	7.488541e-05	5.105106e-05	4.323061e+00	5.464352e-04
2.785886e+01	7.442130e-05	5.073467e-05	4.296269e+00	5.430487e-04
2.794458e+01	7.396006e-05	5.042023e-05	4.269642e+00	5.396830e-04
2.803056e+01	7.350165e-05	5.010772e-05	4.243179e+00	5.363381e-04
2.811681e+01	7.304607e-05	4.979714e-05	4.216878e+00	5.330137e-04
2.820332e+01	7.259330e-05	4.948847e-05	4.190740e+00	5.297098e-04
2.829010e+01	7.214331e-05	4.918171e-05	4.164763e+00	5.264263e-04
2.837714e+01	7.169610e-05	4.887683e-05	4.138945e+00	5.231630e-04
2.846445e+01	7.125163e-05	4.857383e-05	4.113287e+00	5.199198e-04
2.855204e+01	7.080991e-05	4.827270e-05	4.087787e+00	5.166965e-04
2.863989e+01	7.037091e-05	4.797342e-05	4.062444e+00	5.134932e-04
2.872801e+01	6.993461e-05	4.767599e-05	4.037257e+00	5.103095e-04
2.881640e+01	6.950100e-05	4.738039e-05	4.012225e+00	5.071455e-04
2.890507e+01	6.907006e-05	4.708660e-05	3.987347e+00	5.040009e-04
2.899400e+01	6.864177e-05	4.679463e-05	3.962622e+00	5.008757e-04
2.908322e+01	6.821613e-05	4.650446e-05	3.938050e+00	4.977698e-04
2.917270e+01	6.779310e-05	4.621607e-05	3.913629e+00	4.946830e-04
2.926246e+01	6.737268e-05	4.592946e-05	3.889359e+00	4.916152e-04
2.935250e+01	6.695485e-05	4.564462e-05	3.865238e+00	4.885664e-04
2.944281e+01	6.653960e-05	4.536153e-05	3.841266e+00	4.855363e-04
2.953341e+01	6.612690e-05	4.508019e-05	3.817441e+00	4.825248e-04
2.962428e+01	6.571674e-05	4.480057e-05	3.793763e+00	4.795320e-04
2.971543e+01	6.530912e-05	4.452269e-05	3.770231e+00	4.765575e-04
2.980686e+01	6.490400e-05	4.424651e-05	3.746844e+00	4.736014e-04
2.989857e+01	6.450138e-05	4.397203e-05	3.723602e+00	4.706635e-04
2.999057e+01	6.410124e-05	4.369925e-05	3.700502e+00	4.677437e-04
3.008284e+01	6.370357e-05	4.342815e-05	3.677545e+00	4.648419e-04
3.017540e+01	6.330834e-05	4.315871e-05	3.654729e+00	4.619580e-04
3.026825e+01	6.291555e-05	4.289094e-05	3.632053e+00	4.590918e-04
3.036138e+01	6.252518e-05	4.262482e-05	3.609518e+00	4.562433e-04
3.045480e+01	6.213722e-05	4.236033e-05	3.587121e+00	4.534123e-04
3.054851e+01	6.175165e-05	4.209748e-05	3.564862e+00	4.505988e-04
3.064250e+01	6.136845e-05	4.183625e-05	3.542741e+00	4.478027e-04
3.073678e+01	6.098762e-05	4.157662e-05	3.520756e+00	4.450237e-04
3.083136e+01	6.060913e-05	4.131860e-05	3.498906e+00	4.422619e-04
3.092622e+01	6.023297e-05	4.106217e-05	3.477191e+00	4.395171e-04
3.102138e+01	5.985914e-05	4.080731e-05	3.455609e+00	4.367893e-04
3.111683e+01	5.948760e-05	4.055403e-05	3.434161e+00	4.340782e-04
3.121257e+01	5.911836e-05	4.030231e-05	3.412845e+00	4.313839e-04
3.130861e+01	5.875139e-05	4.005214e-05	3.391660e+00	4.287061e-04
3.140494e+01	5.838669e-05	3.980351e-05	3.370606e+00	4.260449e-04
3.150157e+01	5.802423e-05	3.955641e-05	3.349682e+00	4.234000e-04
3.159850e+01	5.766400e-05	3.931084e-05	3.328886e+00	4.207715e-04
3.169572e+01	5.730600e-05	3.906678e-05	3.308219e+00	4.181591e-04
3.179325e+01	5.695020e-05	3.882423e-05	3.287679e+00	4.155629e-04
3.189107e+01	5.659660e-05	3.858317e-05	3.267266e+00	4.129827e-04
3.198920e+01	5.624517e-05	3.834359e-05	3.246979e+00	4.104183e-04
3.208762e+01	5.589591e-05	3.810549e-05	3.226816e+00	4.078698e-04
3.218635e+01	5.554881e-05	3.786886e-05	3.206778e+00	4.053370e-04
3.228539e+01	5.520384e-05	3.763369e-05	3.186864e+00	4.028198e-04
3.238473e+01	5.486100e-05	3.739997e-05	3.167072e+00	4.003181e-04
3.248437e+01	5.452028e-05	3.716769e-05	3.147402e+00	3.978319e-04
3.258432e+01	5.418165e-05	3.693684e-05	3.127854e+00	3.953609e-04
3.268458e+01	5.384511e-05	3.670742e-05	3.108426e+00	3.929052e-04
3.278515e+01	5.351065e-05	3.647941e-05	3.089118e+00	3.904647e-04
3.288602e+01	5.317825e-05	3.625280e-05	3.069928e+00	3.880392e-04
3.298721e+01	5.284790e-05	3.602759e-05	3.050858e+00	3.856286e-04
3.308871e+01	5.251959e-05	3.580378e-05	3.031904e+00	3.832329e-04
3.319052e+01	5.219330e-05	3.558134e-05	3.013068e+00	3.808520e-04
3.329264e+01	5.186902e-05	3.536027e-05	2.994348e+00	3.784857e-04
3.339508e+01	5.154674e-05	3.514056e-05	2.975743e+00	3.761341e-04
3.349783e+01	5.122645e-05	3.492221e-05	2.957253e+00	3.737969e-04
3.360090e+01	5.090813e-05	3.470521e-05	2.938877e+00	3.714742e-04
3.370429e+01	5.059178e-05	3.448955e-05	2.920614e+00	3.691658e-04
3.380799e+01	5.027737e-05	3.427521e-05	2.902464e+00	3.668716e-04
3.391201e+01	4.996491e-05	3.406220e-05	2.884425e+00	3.645916e-04
3.401636e+01	4.965437e-05	3.385050e-05	2.866498e+00	3.623256e-04
3.412102e+01	4.934575e-05	3.364010e-05	2.848682e+00	3.600736e-04
3.422601e+01	4.903903e-05	3.343101e-05	2.830975e+00	3.578355e-04
3.433132e+01	4.873421e-05	3.322320e-05	2.813378e+00	3.556112e-04
3.443695e+01	4.843126e-05	3.301667e-05	2.795889e+00	3.534006e-04
3.454291e+01	4.813018e-05	3.281142e-05	2.778508e+00	3.512036e-04
3.464919e+01	4.783096e-05	3.260743e-05	2.761235e+00	3.490202e-04
3.475580e+01	4.753358e-05	3.240471e-05	2.744067e+00	3.468503e-04
3.486274e+01	4.723804e-05	3.220323e-05	2.727006e+00	3.446937e-04
3.497001e+01	4.694432e-05	3.200300e-05	2.710050e+00	3.425505e-04
3.507761e+01	4.665242e-05	3.180400e-05	2.693198e+00	3.404205e-04
3.518554e+01	4.636231e-05	3.160622e-05	2.676451e+00	3.383036e-04
3.529380e+01	4.607399e-05	3.140967e-05	2.659807e+00	3.361997e-04
3.540240e+01	4.578746e-05	3.121433e-05	2.643265e+00	3.341089e-04
3.551133e+01	4.550269e-05	3.102020e-05	2.626826e+00	3.320309e-04
3.562059e+01	4.521967e-05	3.082726e-05	2.610487e+00	3.299658e-04
3.573019e+01	4.493840e-05	3.063552e-05	2.594250e+00	3.279134e-04
3.584013e+01	4.465887e-05	3.044495e-05	2.578113e+00	3.258737e-04
3.595041e+01	4.438106e-05	3.025556e-05	2.562075e+00	3.238465e-04
3.606102e+01	4.410497e-05	3.006734e-05	2.546137e+00	3.218319e-04
3.617198e+01	4.383058e-05	2.988029e-05	2.530297e+00	3.198297e-04
3.628327e+01	4.355788e-05	2.969438e-05	2.514554e+00	3.178398e-04
3.639491e+01	4.328687e-05	2.950963e-05	2.498909e+00	3.158622e-04
3.650690e+01	4.301753e-05	2.932601e-05	2.483360e+00	3.138968e-04
3.661922e+01	4.274985e-05	2.914353e-05	2.467907e+00	3.119436e-04
3.673190e+01	4.248382e-05	2.896217e-05	2.452549e+00	3.100024e-04
3.684492e+01	4.221943e-05	2.878193e-05	2.437286e+00	3.080732e-04
3.695828e+01	4.195667e-05	2.860280e-05	2.422118e+00	3.061559e-04
3.707200e+01	4.169554e-05	2.842478e-05	2.407043e+00	3.042504e-04
3.718607e+01	4.143602e-05	2.824786e-05	2.392061e+00	3.023567e-04
3.730048e+01	4.117810e-05	2.807203e-05	2.377171e+00	3.004746e-04
3.741525e+01	4.092177e-05	2.789728e-05	2.362374e+00	2.986042e-04
3.753038e+01	4.066702e-05	2.772362e-05	2.347667e+00	2.967453e-04
3.764585e+01	4.041385e-05	2.755102e-05	2.333052e+00	2.948979e-04
3.776169e+01	4.016223e-05	2.737949e-05	2.318526e+00	2.930619e-04
3.787787e+01	3.991217e-05	2.720902e-05	2.304091e+00	2.912372e-04
3.799442e+01	3.966366e-05	2.703960e-05	2.289744e+00	2.894238e-04
3.811132e+01	3.941668e-05	2.687123e-05	2.275486e+00	2.876216e-04
3.822859e+01	3.917122e-05	2.670390e-05	2.261316e+00	2.858305e-04
3.834621e+01	3.892728e-05	2.653760e-05	2.247234e+00	2.840505e-04
3.846420e+01	3.868484e-05	2.637232e-05	2.233238e+00	2.822815e-04
3.858255e+01	3.844390e-05	2.620807e-05	2.219329e+00	2.805233e-04
3.870126e+01	3.820445e-05	2.604483e-05	2.205506e+00	2.787761e-04
3.882034e+01	3.796648e-05	2.588260e-05	2.191768e+00	2.770396e-04
3.893979e+01	3.772997e-05	2.572137e-05	2.178114e+00	2.753138e-04
3.905960e+01	3.749493e-05	2.556113e-05	2.164546e+00	2.735987e-04
3.917978e+01	3.726133e-05	2.540188e-05	2.151060e+00	2.718942e-04
3.930034e+01	3.702918e-05	2.524362e-05	2.137659e+00	2.702002e-04
3.942126e+01	3.679847e-05	2.508634e-05	2.124339e+00	2.685167e-04
3.954255e+01	3.656917e-05	2.493002e-05	2.111103e+00	2.668435e-04
3.966422e+01	3.634130e-05	2.477467e-05	2.097947e+00	2.651807e-04
3.978626e+01	3.611483e-05	2.462028e-05	2.084874e+00	2.635282e-04
3.990868e+01	3.588975e-05	2.446685e-05	2.071880e+00	2.618858e-04
4.003148e+01	3.566607e-05	2.431436e-05	2.058967e+00	2.602536e-04
4.015465e+01	3.544377e-05	2.416281e-05	2.046134e+00	2.586315e-04
4.027820e+01	3.522284e-05	2.401220e-05	2.033380e+00	2.570194e-04
4.040213e+01	3.500328e-05	2.386252e-05	2.020705e+00	2.554173e-04
4.052644e+01	3.478507e-05	2.371376e-05	2.008108e+00	2.538250e-04
4.065114e+01	3.456821e-05	2.356592e-05	1.995589e+00	2.522426e-04
4.077622e+01	3.435269e-05	2.341900e-05	1.983147e+00	2.506700e-04
4.090168e+01	3.413850e-05	2.327298e-05	1.970782e+00	2.491070e-04
4.102753e+01	3.392564e-05	2.312787e-05	1.958494e+00	2.475538e-04
4.115377e+01	3.371409e-05	2.298365e-05	1.946281e+00	2.460101e-04
4.128039e+01	3.350384e-05	2.284032e-05	1.934144e+00	2.444759e-04
4.140741e+01	3.329490e-05	2.269787e-05	1.922082e+00	2.429513e-04
4.153481e+01	3.308724e-05	2.255631e-05	1.910094e+00	2.414360e-04
4.166261e+01	3.288087e-05	2.241562e-05	1.898180e+00	2.399301e-04
4.179080e+01	3.267577e-05	2.227580e-05	1.886340e+00	2.384335e-04
4.191939e+01	3.247194e-05	2.213685e-05	1.874573e+00	2.369462e-04
4.204837e+01	3.226937e-05	2.199875e-05	1.862879e+00	2.354680e-04
4.217775e+01	3.206805e-05	2.186151e-05	1.851257e+00	2.339990e-04
4.230752e+01	3.186797e-05	2.172511e-05	1.839707e+00	2.325391e-04
4.243770e+01	3.166913e-05	2.158956e-05	1.828228e+00	2.310882e-04
4.256828e+01	3.147152e-05	2.145484e-05	1.816820e+00	2.296462e-04
4.269925e+01	3.127513e-05	2.132096e-05	1.805483e+00	2.282132e-04
4.283063e+01	3.107996e-05	2.118790e-05	1.794215e+00	2.267890e-04
4.296242e+01	3.088598e-05	2.105567e-05	1.783018e+00	2.253736e-04
4.309461e+01	3.069321e-05	2.092425e-05	1.771889e+00	2.239669e-04
4.322721e+01	3.050163e-05	2.079364e-05	1.760829e+00	2.225690e-04
4.336021e+01	3.031124e-05	2.066385e-05	1.749838e+00	2.211796e-04
4.349363e+01	3.012202e-05	2.053485e-05	1.738914e+00	2.197989e-04
4.362745e+01	2.993396e-05	2.040665e-05	1.728058e+00	2.184267e-04
4.376169e+01	2.974708e-05	2.027925e-05	1.717270e+00	2.170630e-04
4.389634e+01	2.956134e-05	2.015263e-05	1.706547e+00	2.157077e-04
4.403140e+01	2.937676e-05	2.002679e-05	1.695891e+00	2.143608e-04
4.416688e+01	2.919331e-05	1.990173e-05	1.685301e+00	2.130222e-04
4.430278e+01	2.901100e-05	1.977745e-05	1.674777e+00	2.116919e-04
4.443909e+01	2.882982e-05	1.965393e-05	1.664317e+00	2.103698e-04
4.457583e+01	2.864975e-05	1.953118e-05	1.653922e+00	2.090559e-04
4.471298e+01	2.847080e-05	1.940918e-05	1.643592e+00	2.077501e-04
4.485056e+01	2.829296e-05	1.928794e-05	1.633325e+00	2.064524e-04
4.498856e+01	2.811621e-05	1.916745e-05	1.623122e+00	2.051627e-04
4.512698e+01	2.794056e-05	1.904771e-05	1.612981e+00	2.038809e-04
4.526583e+01	2.776599e-05	1.892870e-05	1.602904e+00	2.026071e-04
4.540511e+01	2.759251e-05	1.881043e-05	1.592888e+00	2.013412e-04
4.554482e+01	2.742009e-05	1.869289e-05	1.582935e+00	2.000831e-04
4.568495e+01	2.724874e-05	1.857608e-05	1.573043e+00	1.988328e-04
4.582552e+01	2.707846e-05	1.845999e-05	1.563213e+00	1.975902e-04
4.596652e+01	2.690922e-05	1.834462e-05	1.553443e+00	1.963553e-04
4.610795e+01	2.674103e-05	1.822996e-05	1.543733e+00	1.951280e-04
4.624982e+01	2.657388e-05	1.811601e-05	1.534084e+00	1.939083e-04
4.639213e+01	2.640776e-05	1.800276e-05	1.524494e+00	1.926962e-04
4.653487e+01	2.624268e-05	1.789022e-05	1.514964e+00	1.914916e-04
4.667805e+01	2.607861e-05	1.777837e-05	1.505492e+00	1.902944e-04
4.682168e+01	2.591555e-05	1.766721e-05	1.496080e+00	1.891046e-04
4.696574e+01	2.575351e-05	1.755674e-05	1.486725e+00	1.879221e-04
4.711025e+01	2.559247e-05	1.744696e-05	1.477428e+00	1.867470e-04
4.725520e+01	2.543242e-05	1.733785e-05	1.468189e+00	1.855792e-04
4.740060e+01	2.527336e-05	1.722942e-05	1.459007e+00	1.844185e-04
4.754645e+01	2.511529e-05	1.712166e-05	1.449881e+00	1.832651e-04
4.769274e+01	2.495820e-05	1.701456e-05	1.440812e+00	1.821188e-04
4.783949e+01	2.480207e-05	1.690813e-05	1.431799e+00	1.809796e-04
4.798668e+01	2.464692e-05	1.680235e-05	1.422842e+00	1.798474e-04
4.813433e+01	2.449272e-05	1.669723e-05	1.413941e+00	1.787222e-04
4.828244e+01	2.433948e-05	1.659277e-05	1.405094e+00	1.776040e-04
4.843100e+01	2.418718e-05	1.648894e-05	1.396302e+00	1.764927e-04
4.858001e+01	2.403583e-05	1.638576e-05	1.387565e+00	1.753883e-04
4.872949e+01	2.388541e-05	1.628322e-05	1.378881e+00	1.742907e-04
4.887942e+01	2.373592e-05	1.618131e-05	1.370252e+00	1.731999e-04
4.902982e+01	2.358736e-05	1.608003e-05	1.361675e+00	1.721159e-04
4.918068e+01	2.343972e-05	1.597938e-05	1.353152e+00	1.710385e-04
4.933200e+01	2.329299e-05	1.587935e-05	1.344682e+00	1.699679e-04
4.948379e+01	2.314717e-05	1.577995e-05	1.336264e+00	1.689038e-04
4.963605e+01	2.300226e-05	1.568115e-05	1.327898e+00	1.678464e-04
4.978877e+01	2.285823e-05	1.558297e-05	1.319584e+00	1.667954e-04
4.994197e+01	2.271510e-05	1.548539e-05	1.311321e+00	1.657510e-04
5.009563e+01	2.257286e-05	1.538842e-05	1.303109e+00	1.647131e-04
5.024977e+01	2.243150e-05	1.529205e-05	1.294948e+00	1.636816e-04
5.040438e+01	2.229101e-05	1.519628e-05	1.286838e+00	1.626564e-04
5.055947e+01	2.215139e-05	1.510110e-05	1.278778e+00	1.616376e-04
5.071504e+01	2.201263e-05	1.500651e-05	1.270768e+00	1.606251e-04
5.087108e+01	2.187474e-05	1.491250e-05	1.262807e+00	1.596189e-04
5.102761e+01	2.173770e-05	1.481907e-05	1.254896e+00	1.586189e-04
5.118461e+01	2.160150e-05	1.472623e-05	1.247034e+00	1.576251e-04
5.134210e+01	2.146615e-05	1.463396e-05	1.239220e+00	1.566375e-04
5.150008e+01	2.133164e-05	1.454226e-05	1.231455e+00	1.556560e-04
5.165854e+01	2.119796e-05	1.445112e-05	1.223737e+00	1.546805e-04
5.181748e+01	2.106511e-05	1.436055e-05	1.216068e+00	1.537111e-04
5.197692e+01	2.093308e-05	1.427055e-05	1.208446e+00	1.527477e-04
5.213685e+01	2.080186e-05	1.418110e-05	1.200871e+00	1.517902e-04
5.229727e+01	2.067146e-05	1.409220e-05	1.193343e+00	1.508387e-04
5.245818e+01	2.054187e-05	1.400385e-05	1.185862e+00	1.498931e-04
5.261959e+01	2.041308e-05	1.391605e-05	1.178427e+00	1.489533e-04
5.278149e+01	2.028509e-05	1.382880e-05	1.171038e+00	1.480193e-04
5.294389e+01	2.015789e-05	1.374208e-05	1.163695e+00	1.470912e-04
5.310680e+01	2.003148e-05	1.365591e-05	1.156398e+00	1.461687e-04
5.327020e+01	1.990585e-05	1.357026e-05	1.149145e+00	1.452520e-04
5.343411e+01	1.978100e-05	1.348515e-05	1.141938e+00	1.443410e-04
5.359852e+01	1.965692e-05	1.340056e-05	1.134775e+00	1.434356e-04
5.376343e+01	1.953361e-05	1.331650e-05	1.127656e+00	1.425358e-04
5.392886e+01	1.941106e-05	1.323296e-05	1.120582e+00	1.416416e-04
5.409479e+01	1.928928e-05	1.314993e-05	1.113551e+00	1.407529e-04
5.426123e+01	1.916825e-05	1.306742e-05	1.106564e+00	1.398698e-04
5.442819e+01	1.904796e-05	1.298542e-05	1.099620e+00	1.389921e-04
5.459566e+01	1.892843e-05	1.290393e-05	1.092720e+00	1.381198e-04
5.476364e+01	1.880963e-05	1.282295e-05	1.085862e+00	1.372530e-04
5.493214e+01	1.869157e-05	1.274246e-05	1.079046e+00	1.363915e-04
5.510116e+01	1.857424e-05	1.266248e-05	1.072273e+00	1.355354e-04
5.527070e+01	1.845764e-05	1.258299e-05	1.065541e+00	1.346845e-04
5.544077e+01	1.834176e-05	1.250399e-05	1.058852e+00	1.338389e-04
5.561135e+01	1.822660e-05	1.242548e-05	1.052204e+00	1.329986e-04
5.578246e+01	1.811215e-05	1.234746e-05	1.045597e+00	1.321635e-04
5.595410e+01	1.799841e-05	1.226992e-05	1.039031e+00	1.313336e-04
5.612626e+01	1.788538e-05	1.219286e-05	1.032505e+00	1.305088e-04
5.629895e+01	1.777304e-05	1.211628e-05	1.026020e+00	1.296891e-04
5.647218e+01	1.766141e-05	1.204018e-05	1.019576e+00	1.288744e-04
5.664594e+01	1.755046e-05	1.196454e-05	1.013171e+00	1.280649e-04
5.682023e+01	1.744020e-05	1.188938e-05	1.006806e+00	1.272603e-04
5.699506e+01	1.733063e-05	1.181468e-05	1.000480e+00	1.264608e-04
5.717043e+01	1.722174e-05	1.174044e-05	9.941940e-01	1.256662e-04
5.734634e+01	1.711352e-05	1.166667e-05	9.879465e-01	1.248765e-04
5.752278e+01	1.700597e-05	1.159335e-05	9.817378e-01	1.240917e-04
5.769977e+01	1.689908e-05	1.152048e-05	9.755676e-01	1.233118e-04
5.787731e+01	1.679287e-05	1.144807e-05	9.694357e-01	1.225367e-04
5.805539e+01	1.668730e-05	1.137611e-05	9.633417e-01	1.217665e-04
5.823402e+01	1.658240e-05	1.130459e-05	9.572856e-01	1.210010e-04
5.841320e+01	1.647814e-05	1.123352e-05	9.512670e-01	1.202402e-04
5.859293e+01	1.637453e-05	1.116288e-05	9.452857e-01	1.194842e-04
5.877322e+01	1.627156e-05	1.109269e-05	9.393415e-01	1.187328e-04
5.895405e+01	1.616924e-05	1.102293e-05	9.334341e-01	1.179861e-04
5.913545e+01	1.606754e-05	1.095360e-05	9.275634e-01	1.172441e-04
5.931740e+01	1.596648e-05	1.088470e-05	9.217291e-01	1.165066e-04
5.949991e+01	1.586604e-05	1.081623e-05	9.159310e-01	1.157737e-04
